ETAPA 4 NUEVO------------------------
Optimize a model with 7440785 rows, 5132160 columns and 17962560 nonzeros
Variable types: 2566080 continuous, 2566080 integer (2566080 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+04]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 3e+05]
Presolve removed 6857983 rows and 2282472 columns (presolve time = 8s) ...
Presolve removed 6857983 rows and 4564944 columns (presolve time = 11s) ...
Presolve removed 6857983 rows and 4564944 columns (presolve time = 15s) ...
Presolve removed 6857983 rows and 4564944 columns (presolve time = 26s) ...
Presolve removed 6857983 rows and 4564944 columns (presolve time = 31s) ...
Presolve removed 7427115 rows and 5118768 columns (presolve time = 49s) ...
Presolve removed 7427115 rows and 5118768 columns
Presolve time: 49.06s
Presolved: 13670 rows, 13392 columns, 46872 nonzeros
Variable types: 0 continuous, 13392 integer (6696 binary)
Found heuristic solution: objective 2.103456e+08

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    2.1420938e+08   5.271450e+05   0.000000e+00     54s
    1638    2.1420938e+08   0.000000e+00   0.000000e+00     54s

Root relaxation: objective 2.142094e+08, 1638 iterations, 0.07 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time
Lote L_232_C5 asignado al tanque 72 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 76 en el día 128 con 25000.0 litros
Lote L_232_C5 asignado al tanque 80 en el día 130 con 25000.0 litros
Lote L_232_C5 asignado al tanque 86 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 89 en el día 130 con 25000.0 litros
Lote L_232_C5 asignado al tanque 91 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 101 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 103 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 104 en el día 128 con 25000.0 litros
Lote L_232_C5 asignado al tanque 119 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 124 en el día 128 con 25000.0 litros
Lote L_232_C5 asignado al tanque 125 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 132 en el día 130 con 25000.0 litros
Lote L_232_C5 asignado al tanque 134 en el día 128 con 25000.0 litros
Lote L_232_C5 asignado al tanque 150 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 155 en el día 130 con 25000.0 litros
Lote L_232_C5 asignado al tanque 161 en el día 128 con 25000.0 litros
Lote L_232_C5 asignado al tanque 172 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 175 en el día 129 con 13125.0 litros
Lote L_232_C5 asignado al tanque 176 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 185 en el día 129 con 25000.0 litros
Lote L_232_C5 asignado al tanque 198 en el día 128 con 23125.0 litros
Lote L_232_C5 asignado al tanque 209 en el día 129 con 7500.0 litros
Lote L_232_C5 asignado al tanque 213 en el día 130 con 23125.0 litros
Lote L_235_C2 asignado al tanque 16 en el día 108 con 25000.0 litros
Lote L_235_C2 asignado al tanque 37 en el día 111 con 25000.0 litros
Lote L_235_C2 asignado al tanque 43 en el día 108 con 25000.0 litros
Lote L_235_C2 asignado al tanque 45 en el día 111 con 25000.0 litros
Lote L_235_C2 asignado al tanque 53 en el día 105 con 25000.0 litros
Lote L_235_C2 asignado al tanque 56 en el día 110 con 25000.0 litros
Lote L_235_C2 asignado al tanque 60 en el día 104 con 25000.0 litros
Lote L_235_C2 asignado al tanque 68 en el día 109 con 25000.0 litros
Lote L_235_C2 asignado al tanque 80 en el día 111 con 25000.0 litros
Lote L_235_C2 asignado al tanque 89 en el día 109 con 25000.0 litros
Lote L_235_C2 asignado al tanque 97 en el día 109 con 25000.0 litros
Lote L_235_C2 asignado al tanque 102 en el día 110 con 9375.0 litros
Lote L_235_C2 asignado al tanque 108 en el día 105 con 25000.0 litros
Lote L_235_C2 asignado al tanque 113 en el día 110 con 25000.0 litros
Lote L_235_C2 asignado al tanque 115 en el día 104 con 25000.0 litros
Lote L_235_C2 asignado al tanque 115 en el día 108 con 9375.0 litros
Lote L_235_C2 asignado al tanque 117 en el día 111 con 9375.0 litros
Lote L_235_C2 asignado al tanque 123 en el día 107 con 25000.0 litros
Lote L_235_C2 asignado al tanque 130 en el día 105 con 25000.0 litros
Lote L_235_C2 asignado al tanque 147 en el día 104 con 17500.0 litros
Lote L_235_C2 asignado al tanque 149 en el día 108 con 25000.0 litros
Lote L_235_C2 asignado al tanque 152 en el día 107 con 25000.0 litros
Lote L_235_C2 asignado al tanque 161 en el día 109 con 9375.0 litros
Lote L_235_C2 asignado al tanque 175 en el día 107 con 25000.0 litros
Lote L_235_C2 asignado al tanque 177 en el día 104 con 16875.0 litros
Lote L_235_C2 asignado al tanque 181 en el día 107 con 9375.0 litros
Lote L_235_C2 asignado al tanque 185 en el día 105 con 9375.0 litros
Lote L_235_C2 asignado al tanque 189 en el día 106 con 25000.0 litros
Lote L_235_C2 asignado al tanque 192 en el día 106 con 25000.0 litros
Lote L_235_C2 asignado al tanque 193 en el día 106 con 25000.0 litros
Lote L_235_C2 asignado al tanque 203 en el día 106 con 9375.0 litros
Lote L_235_C2 asignado al tanque 210 en el día 110 con 25000.0 litros
Lote L_236_C4 asignado al tanque 1 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 6 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 14 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 16 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 24 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 24 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 27 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 34 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 34 en el día 105 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 39 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 44 en el día 104 con 24374.0 litros
Lote L_236_C4 asignado al tanque 44 en el día 109 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 45 en el día 102 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 45 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 46 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 50 en el día 108 con 7500.0 litros
Lote L_236_C4 asignado al tanque 53 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 56 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 63 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 65 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 67 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 69 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 73 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 75 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 81 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 85 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 88 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 91 en el día 108 con 24375.0 litros
Lote L_236_C4 asignado al tanque 96 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 100 en el día 106 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 100 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 110 en el día 107 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 111 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 112 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 116 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 118 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 119 en el día 103 con 24374.999999999935 litros
Lote L_236_C4 asignado al tanque 131 en el día 109 con 25000.0 litros
Lote L_236_C4 asignado al tanque 132 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 137 en el día 102 con 25000.0 litros
Lote L_236_C4 asignado al tanque 138 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 142 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 147 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 149 en el día 109 con 7500.0000000000655 litros
Lote L_236_C4 asignado al tanque 154 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 158 en el día 108 con 25000.0 litros
Lote L_236_C4 asignado al tanque 159 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 164 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 165 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 167 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 169 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 170 en el día 105 con 25000.0 litros
Lote L_236_C4 asignado al tanque 171 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 177 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 191 en el día 105 con 7500.0000000000655 litros
Lote L_236_C4 asignado al tanque 191 en el día 107 con 25000.0 litros
Lote L_236_C4 asignado al tanque 194 en el día 104 con 25000.0 litros
Lote L_236_C4 asignado al tanque 199 en el día 106 con 25000.0 litros
Lote L_236_C4 asignado al tanque 200 en el día 106 con 7500.0000000000655 litros
Lote L_236_C4 asignado al tanque 206 en el día 102 con 7500.0000000000655 litros
Lote L_236_C4 asignado al tanque 208 en el día 107 con 7500.0000000000655 litros
Lote L_236_C4 asignado al tanque 211 en el día 104 con 7501.0 litros
Lote L_236_C4 asignado al tanque 214 en el día 103 con 25000.0 litros
Lote L_236_C4 asignado al tanque 215 en el día 103 con 7500.0000000000655 litros
Lote L_237_C3 asignado al tanque 19 en el día 115 con 25000.0 litros
Lote L_237_C3 asignado al tanque 19 en el día 116 con 8125.0 litros
Lote L_237_C3 asignado al tanque 24 en el día 122 con 25000.0 litros
Lote L_237_C3 asignado al tanque 30 en el día 119 con 25000.0 litros
Lote L_237_C3 asignado al tanque 45 en el día 122 con 25000.0 litros
Lote L_237_C3 asignado al tanque 54 en el día 117 con 8125.0 litros
Lote L_237_C3 asignado al tanque 69 en el día 120 con 25000.0 litros
Lote L_237_C3 asignado al tanque 74 en el día 118 con 25000.0 litros
Lote L_237_C3 asignado al tanque 83 en el día 119 con 25000.0 litros
Lote L_237_C3 asignado al tanque 100 en el día 116 con 25000.0 litros
Lote L_237_C3 asignado al tanque 112 en el día 117 con 25000.0 litros
Lote L_237_C3 asignado al tanque 113 en el día 120 con 8125.0 litros
Lote L_237_C3 asignado al tanque 115 en el día 118 con 8125.0 litros
Lote L_237_C3 asignado al tanque 116 en el día 119 con 8125.0 litros
Lote L_237_C3 asignado al tanque 130 en el día 122 con 8125.0 litros
Lote L_237_C3 asignado al tanque 136 en el día 116 con 25000.0 litros
Lote L_237_C3 asignado al tanque 149 en el día 118 con 25000.0 litros
Lote L_237_C3 asignado al tanque 157 en el día 121 con 25000.0 litros
Lote L_237_C3 asignado al tanque 158 en el día 120 con 25000.0 litros
Lote L_237_C3 asignado al tanque 173 en el día 117 con 25000.0 litros
Lote L_237_C3 asignado al tanque 180 en el día 115 con 25000.0 litros
Lote L_237_C3 asignado al tanque 192 en el día 121 con 25000.0 litros
Lote L_237_C3 asignado al tanque 204 en el día 115 con 8125.0 litros
Lote L_237_C3 asignado al tanque 208 en el día 121 con 8125.0 litros
Lote L_238_C5 asignado al tanque 15 en el día 71 con 25000.0 litros
Lote L_238_C5 asignado al tanque 81 en el día 71 con 25000.0 litros
Lote L_238_C5 asignado al tanque 144 en el día 71 con 25000.0 litros
Lote L_238_C5 asignado al tanque 161 en el día 71 con 24375.0 litros
Lote L_240_C3 asignado al tanque 11 en el día 129 con 25000.0 litros
Lote L_240_C3 asignado al tanque 13 en el día 129 con 21875.0 litros
Lote L_240_C3 asignado al tanque 16 en el día 130 con 21875.000000000015 litros
Lote L_240_C3 asignado al tanque 38 en el día 128 con 21875.000000000015 litros
Lote L_240_C3 asignado al tanque 59 en el día 127 con 21875.000000000015 litros
Lote L_240_C3 asignado al tanque 81 en el día 128 con 25000.0 litros
Lote L_240_C3 asignado al tanque 94 en el día 130 con 25000.0 litros
Lote L_240_C3 asignado al tanque 107 en el día 127 con 25000.0 litros
Lote L_240_C3 asignado al tanque 108 en el día 129 con 7500.0 litros
Lote L_240_C3 asignado al tanque 115 en el día 128 con 7499.999999999987 litros
Lote L_240_C3 asignado al tanque 162 en el día 127 con 7499.999999999987 litros
Lote L_240_C3 asignado al tanque 186 en el día 130 con 7499.999999999987 litros
Lote L_241_C4 asignado al tanque 1 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 2 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 12 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 13 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 17 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 17 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 20 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 29 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 36 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 41 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 41 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 42 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 45 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 47 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 48 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 51 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 54 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 54 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 55 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 57 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 59 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 60 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 64 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 74 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 76 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 79 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 80 en el día 105 con 25000.0 litros
Lote L_241_C4 asignado al tanque 112 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 117 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 120 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 122 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 127 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 128 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 139 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 141 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 145 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 148 en el día 103 con 25000.0 litros
Lote L_241_C4 asignado al tanque 149 en el día 103 con 11250.0 litros
Lote L_241_C4 asignado al tanque 155 en el día 104 con 25000.0 litros
Lote L_241_C4 asignado al tanque 157 en el día 106 con 11250.0 litros
Lote L_241_C4 asignado al tanque 160 en el día 99 con 25000.0 litros
Lote L_241_C4 asignado al tanque 162 en el día 104 con 11250.0 litros
Lote L_241_C4 asignado al tanque 164 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 168 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 169 en el día 102 con 25000.0 litros
Lote L_241_C4 asignado al tanque 172 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 180 en el día 100 con 25000.0 litros
Lote L_241_C4 asignado al tanque 184 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 187 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 188 en el día 102 con 11250.0 litros
Lote L_241_C4 asignado al tanque 191 en el día 101 con 25000.0 litros
Lote L_241_C4 asignado al tanque 194 en el día 106 con 25000.0 litros
Lote L_241_C4 asignado al tanque 196 en el día 99 con 11250.0 litros
Lote L_241_C4 asignado al tanque 197 en el día 101 con 11250.0 litros
Lote L_241_C4 asignado al tanque 197 en el día 105 con 11250.0 litros
Lote L_241_C4 asignado al tanque 201 en el día 100 con 11250.0 litros
Lote L_242_C4 asignado al tanque 2 en el día 116 con 25000.0 litros
Lote L_242_C4 asignado al tanque 3 en el día 113 con 25000.0 litros
Lote L_242_C4 asignado al tanque 12 en el día 114 con 25000.0 litros
Lote L_242_C4 asignado al tanque 17 en el día 112 con 25000.0 litros
Lote L_242_C4 asignado al tanque 33 en el día 117 con 25000.0 litros
Lote L_242_C4 asignado al tanque 41 en el día 115 con 25000.0 litros
Lote L_242_C4 asignado al tanque 42 en el día 110 con 23750.0 litros
Lote L_242_C4 asignado al tanque 43 en el día 111 con 25000.0 litros
Lote L_242_C4 asignado al tanque 49 en el día 110 con 25000.0 litros
Lote L_242_C4 asignado al tanque 52 en el día 115 con 23750.0 litros
Lote L_242_C4 asignado al tanque 60 en el día 117 con 25000.0 litros
Lote L_242_C4 asignado al tanque 65 en el día 116 con 25000.0 litros
Lote L_242_C4 asignado al tanque 77 en el día 114 con 25000.0 litros
Lote L_242_C4 asignado al tanque 92 en el día 110 con 25000.0 litros
Lote L_242_C4 asignado al tanque 92 en el día 111 con 25000.0 litros
Lote L_242_C4 asignado al tanque 93 en el día 110 con 25000.0 litros
Lote L_242_C4 asignado al tanque 99 en el día 113 con 25000.0 litros
Lote L_242_C4 asignado al tanque 100 en el día 112 con 25000.0 litros
Lote L_242_C4 asignado al tanque 120 en el día 112 con 25000.0 litros
Lote L_242_C4 asignado al tanque 127 en el día 114 con 25000.0 litros
Lote L_242_C4 asignado al tanque 132 en el día 117 con 25000.0 litros
Lote L_242_C4 asignado al tanque 146 en el día 117 con 25000.0 litros
Lote L_242_C4 asignado al tanque 147 en el día 113 con 25000.0 litros
Lote L_242_C4 asignado al tanque 149 en el día 112 con 25000.0 litros
Lote L_242_C4 asignado al tanque 150 en el día 111 con 25000.0 litros
Lote L_242_C4 asignado al tanque 153 en el día 115 con 25000.0 litros
Lote L_242_C4 asignado al tanque 160 en el día 112 con 23750.0 litros
Lote L_242_C4 asignado al tanque 172 en el día 116 con 25000.0 litros
Lote L_242_C4 asignado al tanque 176 en el día 114 con 25000.0 litros
Lote L_242_C4 asignado al tanque 179 en el día 115 con 25000.0 litros
Lote L_242_C4 asignado al tanque 183 en el día 114 con 23750.0 litros
Lote L_242_C4 asignado al tanque 184 en el día 111 con 25000.0 litros
Lote L_242_C4 asignado al tanque 189 en el día 117 con 23750.0 litros
Lote L_242_C4 asignado al tanque 194 en el día 111 con 23750.0 litros
Lote L_242_C4 asignado al tanque 198 en el día 113 con 25000.0 litros
Lote L_242_C4 asignado al tanque 200 en el día 115 con 25000.0 litros
Lote L_242_C4 asignado al tanque 202 en el día 116 con 23750.0 litros
Lote L_242_C4 asignado al tanque 203 en el día 113 con 23750.0 litros
Lote L_242_C4 asignado al tanque 207 en el día 110 con 25000.0 litros
Lote L_242_C4 asignado al tanque 211 en el día 116 con 25000.0 litros
Lote L_244_C5 asignado al tanque 0 en el día 124 con 18125.0 litros
Lote L_244_C5 asignado al tanque 0 en el día 127 con 18125.0 litros
Lote L_244_C5 asignado al tanque 1 en el día 122 con 18125.0 litros
Lote L_244_C5 asignado al tanque 1 en el día 127 con 25000.0 litros
Lote L_244_C5 asignado al tanque 2 en el día 124 con 25000.0 litros
Lote L_244_C5 asignado al tanque 3 en el día 122 con 25000.0 litros
Lote L_244_C5 asignado al tanque 15 en el día 126 con 25000.0 litros
Lote L_244_C5 asignado al tanque 17 en el día 126 con 7500.0 litros
Lote L_244_C5 asignado al tanque 25 en el día 123 con 18125.0 litros
Lote L_244_C5 asignado al tanque 39 en el día 124 con 25000.0 litros
Lote L_244_C5 asignado al tanque 39 en el día 125 con 18125.0 litros
Lote L_244_C5 asignado al tanque 48 en el día 120 con 25000.0 litros
Lote L_244_C5 asignado al tanque 70 en el día 120 con 25000.0 litros
Lote L_244_C5 asignado al tanque 72 en el día 124 con 25000.0 litros
Lote L_244_C5 asignado al tanque 74 en el día 124 con 25000.0 litros
Lote L_244_C5 asignado al tanque 77 en el día 121 con 18125.0 litros
Lote L_244_C5 asignado al tanque 80 en el día 120 con 25000.0 litros
Lote L_244_C5 asignado al tanque 84 en el día 126 con 18125.0 litros
Lote L_244_C5 asignado al tanque 90 en el día 123 con 25000.0 litros
Lote L_244_C5 asignado al tanque 91 en el día 125 con 25000.0 litros
Lote L_244_C5 asignado al tanque 92 en el día 125 con 25000.0 litros
Lote L_244_C5 asignado al tanque 96 en el día 121 con 25000.0 litros
Lote L_244_C5 asignado al tanque 96 en el día 126 con 25000.0 litros
Lote L_244_C5 asignado al tanque 99 en el día 122 con 25000.0 litros
Lote L_244_C5 asignado al tanque 115 en el día 123 con 25000.0 litros
Lote L_244_C5 asignado al tanque 120 en el día 120 con 18125.0 litros
Lote L_244_C5 asignado al tanque 129 en el día 125 con 25000.0 litros
Lote L_244_C5 asignado al tanque 131 en el día 120 con 7500.0 litros
Lote L_244_C5 asignado al tanque 134 en el día 127 con 25000.0 litros
Lote L_244_C5 asignado al tanque 135 en el día 120 con 25000.0 litros
Lote L_244_C5 asignado al tanque 144 en el día 123 con 25000.0 litros
Lote L_244_C5 asignado al tanque 144 en el día 125 con 25000.0 litros
Lote L_244_C5 asignado al tanque 144 en el día 127 con 25000.0 litros
Lote L_244_C5 asignado al tanque 156 en el día 127 con 25000.0 litros
Lote L_244_C5 asignado al tanque 158 en el día 123 con 25000.0 litros
Lote L_244_C5 asignado al tanque 161 en el día 127 con 7500.0 litros
Lote L_244_C5 asignado al tanque 166 en el día 121 con 25000.0 litros
Lote L_244_C5 asignado al tanque 168 en el día 123 con 7500.0 litros
Lote L_244_C5 asignado al tanque 169 en el día 121 con 25000.0 litros
Lote L_244_C5 asignado al tanque 173 en el día 126 con 25000.0 litros
Lote L_244_C5 asignado al tanque 181 en el día 121 con 25000.0 litros
Lote L_244_C5 asignado al tanque 182 en el día 126 con 25000.0 litros
Lote L_244_C5 asignado al tanque 189 en el día 122 con 25000.0 litros
Lote L_244_C5 asignado al tanque 190 en el día 121 con 7500.0 litros
Lote L_244_C5 asignado al tanque 196 en el día 122 con 25000.0 litros
Lote L_244_C5 asignado al tanque 198 en el día 125 con 7500.0 litros
Lote L_244_C5 asignado al tanque 200 en el día 122 con 7500.0 litros
Lote L_244_C5 asignado al tanque 203 en el día 124 con 7500.0 litros
Lote L_250_C3 asignado al tanque 1 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 4 en el día 102 con 25000.0 litros
Lote L_250_C3 asignado al tanque 4 en el día 106 con 22500.0 litros
Lote L_250_C3 asignado al tanque 5 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 5 en el día 102 con 25000.0 litros
Lote L_250_C3 asignado al tanque 7 en el día 104 con 22499.0 litros
Lote L_250_C3 asignado al tanque 8 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 8 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 9 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 9 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 102 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 10 en el día 107 con 22500.0 litros
Lote L_250_C3 asignado al tanque 18 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 18 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 19 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 22 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 22 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 26 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 27 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 28 en el día 102 con 25000.0 litros
Lote L_250_C3 asignado al tanque 29 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 30 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 33 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 36 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 43 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 43 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 45 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 46 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 48 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 49 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 50 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 55 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 61 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 68 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 77 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 82 en el día 100 con 25000.0 litros
Lote L_250_C3 asignado al tanque 91 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 97 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 97 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 100 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 100 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 102 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 103 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 104 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 112 en el día 101 con 25000.0 litros
Lote L_250_C3 asignado al tanque 112 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 113 en el día 103 con 25000.0 litros
Lote L_250_C3 asignado al tanque 114 en el día 104 con 25000.0 litros
Lote L_250_C3 asignado al tanque 115 en el día 102 con 25000.0 litros
Lote L_250_C3 asignado al tanque 117 en el día 100 con 22500.0 litros
Lote L_250_C3 asignado al tanque 117 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 117 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 122 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 127 en el día 106 con 25000.0 litros
Lote L_250_C3 asignado al tanque 134 en el día 101 con 22500.0 litros
Lote L_250_C3 asignado al tanque 136 en el día 105 con 25000.0 litros
Lote L_250_C3 asignado al tanque 142 en el día 101 con 7500.0 litros
Lote L_250_C3 asignado al tanque 142 en el día 107 con 25000.0 litros
Lote L_250_C3 asignado al tanque 146 en el día 100 con 7500.0 litros
Lote L_250_C3 asignado al tanque 149 en el día 106 con 25000.0 litros
